Data,Último,Abertura,Máxima,Mínima,Variação
10.11.2000,"0,8604","0,8666","0,8708","0,8592","-0,68%"
09.11.2000,"0,8663","0,8559","0,8675","0,8518","1,23%"
08.11.2000,"0,8558","0,8602","0,8692","0,8516","-0,55%"
07.11.2000,"0,8605","0,8617","0,8670","0,8577","-0,10%"
06.11.2000,"0,8614","0,8669","0,8733","0,8557","-0,61%"
03.11.2000,"0,8667","0,8585","0,8800","0,8574","0,81%"
02.11.2000,"0,8597","0,8618","0,8671","0,8554","-0,22%"
01.11.2000,"0,8616","0,8488","0,8619","0,8468","1,45%"
31.10.2000,"0,8493","0,8407","0,8501","0,8380","1,10%"
30.10.2000,"0,8401","0,8411","0,8532","0,8389","0,06%"
27.10.2000,"0,8396","0,8309","0,8443","0,8285","1,12%"
26.10.2000,"0,8303","0,8268","0,8326","0,8227","0,36%"
25.10.2000,"0,8273","0,8360","0,8389","0,8246","-1,03%"
24.10.2000,"0,8359","0,8354","0,8407","0,8344","0,04%"
23.10.2000,"0,8356","0,8415","0,8427","0,8347","-0,77%"
20.10.2000,"0,8421","0,8430","0,8482","0,8350","-0,15%"
19.10.2000,"0,8434","0,8387","0,8455","0,8380","0,50%"
18.10.2000,"0,8392","0,8542","0,8579","0,8327","-1,76%"
17.10.2000,"0,8542","0,8503","0,8562","0,8473","0,49%"
16.10.2000,"0,8500","0,8547","0,8558","0,8458","-0,74%"
13.10.2000,"0,8563","0,8629","0,8663","0,8530","-0,72%"
12.10.2000,"0,8625","0,8654","0,8683","0,8613","-0,39%"
11.10.2000,"0,8659","0,8719","0,8768","0,8655","-0,67%"
10.10.2000,"0,8717","0,8683","0,8746","0,8659","0,39%"
09.10.2000,"0,8683","0,8693","0,8715","0,8662","-0,02%"
06.10.2000,"0,8685","0,8694","0,8744","0,8662","-0,06%"
05.10.2000,"0,8690","0,8747","0,8790","0,8679","-0,71%"
04.10.2000,"0,8752","0,8760","0,8781","0,8717","-0,05%"
03.10.2000,"0,8756","0,8775","0,8790","0,8727","-0,21%"
02.10.2000,"0,8774","0,8843","0,8861","0,8761","-0,74%"
29.09.2000,"0,8839","0,8793","0,8853","0,8747","0,51%"
28.09.2000,"0,8794","0,8834","0,8867","0,8768","-0,44%"
27.09.2000,"0,8833","0,8831","0,8887","0,8782","0,06%"
26.09.2000,"0,8828","0,8746","0,8840","0,8726","0,95%"
25.09.2000,"0,8745","0,8799","0,8832","0,8712","-0,18%"
22.09.2000,"0,8761","0,8609","0,9025","0,8571","1,67%"
21.09.2000,"0,8617","0,8493","0,8618","0,8458","1,46%"
20.09.2000,"0,8493","0,8513","0,8520","0,8439","-0,23%"
19.09.2000,"0,8513","0,8547","0,8567","0,8477","-0,27%"
18.09.2000,"0,8536","0,8532","0,8577","0,8512","0,00%"
15.09.2000,"0,8536","0,8646","0,8702","0,8528","-1,26%"
14.09.2000,"0,8645","0,8602","0,8741","0,8568","0,57%"
13.09.2000,"0,8596","0,8637","0,8705","0,8582","-0,47%"
12.09.2000,"0,8637","0,8586","0,8691","0,8550","0,65%"
11.09.2000,"0,8581","0,8643","0,8725","0,8565","-0,94%"
08.09.2000,"0,8662","0,8722","0,8751","0,8636","-0,68%"
07.09.2000,"0,8721","0,8718","0,8768","0,8633","0,25%"
06.09.2000,"0,8699","0,8900","0,8901","0,8685","-2,26%"
05.09.2000,"0,8900","0,8979","0,8993","0,8850","-0,87%"
04.09.2000,"0,8978","0,8998","0,9041","0,8964","-0,22%"
01.09.2000,"0,8998","0,8887","0,9019","0,8875","1,24%"
31.08.2000,"0,8888","0,8949","0,8974","0,8839","-0,64%"
30.08.2000,"0,8945","0,8923","0,8949","0,8867","0,24%"
29.08.2000,"0,8924","0,8996","0,9024","0,8906","-0,84%"
28.08.2000,"0,9000","0,9024","0,9045","0,8984","-0,24%"
25.08.2000,"0,9022","0,9019","0,9074","0,8974","0,00%"
24.08.2000,"0,9022","0,9024","0,9057","0,8995","0,11%"
23.08.2000,"0,9012","0,8973","0,9020","0,8908","0,46%"
22.08.2000,"0,8971","0,9022","0,9036","0,8942","-0,55%"
21.08.2000,"0,9021","0,9072","0,9078","0,9007","-0,49%"
18.08.2000,"0,9065","0,9163","0,9187","0,9057","-1,08%"
17.08.2000,"0,9164","0,9162","0,9175","0,9114","0,03%"
16.08.2000,"0,9161","0,9128","0,9180","0,9063","0,37%"
15.08.2000,"0,9127","0,9060","0,9142","0,9056","0,77%"
14.08.2000,"0,9057","0,9038","0,9068","0,8997","0,35%"
11.08.2000,"0,9025","0,9082","0,9146","0,9025","-0,61%"
10.08.2000,"0,9080","0,9012","0,9100","0,9003","0,73%"
09.08.2000,"0,9014","0,9022","0,9034","0,8961","-0,08%"
08.08.2000,"0,9021","0,9074","0,9086","0,8983","-0,61%"
07.08.2000,"0,9076","0,9073","0,9115","0,9053","-0,06%"
04.08.2000,"0,9081","0,9064","0,9103","0,9012","0,14%"
03.08.2000,"0,9068","0,9138","0,9179","0,8994","-0,71%"
02.08.2000,"0,9133","0,9145","0,9193","0,9113","-0,10%"
01.08.2000,"0,9142","0,9265","0,9294","0,9130","-1,31%"
31.07.2000,"0,9263","0,9239","0,9297","0,9221","0,31%"
28.07.2000,"0,9234","0,9318","0,9338","0,9223","-0,91%"
27.07.2000,"0,9319","0,9435","0,9444","0,9316","-1,21%"
26.07.2000,"0,9433","0,9382","0,9450","0,9379","0,52%"
25.07.2000,"0,9384","0,9334","0,9431","0,9316","0,49%"
24.07.2000,"0,9338","0,9363","0,9377","0,9309","-0,34%"
21.07.2000,"0,9370","0,9331","0,9381","0,9312","0,43%"
20.07.2000,"0,9330","0,9247","0,9345","0,9200","0,93%"
19.07.2000,"0,9244","0,9249","0,9263","0,9190","0,01%"
18.07.2000,"0,9243","0,9366","0,9367","0,9227","-1,31%"
17.07.2000,"0,9366","0,9382","0,9401","0,9338","-0,18%"
14.07.2000,"0,9383","0,9368","0,9391","0,9315","0,12%"
13.07.2000,"0,9372","0,9414","0,9426","0,9322","-0,54%"
12.07.2000,"0,9423","0,9519","0,9528","0,9391","-1,06%"
11.07.2000,"0,9524","0,9550","0,9567","0,9490","-0,30%"
10.07.2000,"0,9553","0,9482","0,9556","0,9474","0,73%"
07.07.2000,"0,9484","0,9508","0,9528","0,9460","-0,24%"
06.07.2000,"0,9507","0,9531","0,9599","0,9495","-0,25%"
05.07.2000,"0,9531","0,9516","0,9573","0,9507","0,23%"
04.07.2000,"0,9509","0,9506","0,9523","0,9465","0,05%"
03.07.2000,"0,9504","0,9524","0,9547","0,9480","-0,23%"
30.06.2000,"0,9526","0,9508","0,9603","0,9502","0,06%"
29.06.2000,"0,9520","0,9417","0,9539","0,9414","1,09%"
28.06.2000,"0,9417","0,9455","0,9473","0,9400","-0,45%"
27.06.2000,"0,9460","0,9370","0,9471","0,9353","0,96%"
26.06.2000,"0,9370","0,9365","0,9400","0,9299","0,11%"
23.06.2000,"0,9360","0,9359","0,9431","0,9339","0,01%"
22.06.2000,"0,9359","0,9452","0,9475","0,9344","-0,90%"
21.06.2000,"0,9444","0,9542","0,9546","0,9430","-1,06%"
20.06.2000,"0,9545","0,9568","0,9623","0,9528","-0,25%"
19.06.2000,"0,9569","0,9636","0,9696","0,9562","-0,82%"
16.06.2000,"0,9648","0,9545","0,9660","0,9496","1,09%"
15.06.2000,"0,9544","0,9573","0,9606","0,9500","-0,38%"
14.06.2000,"0,9580","0,9587","0,9657","0,9567","-0,13%"
13.06.2000,"0,9592","0,9537","0,9651","0,9520","0,60%"
12.06.2000,"0,9535","0,9526","0,9563","0,9489","0,03%"
09.06.2000,"0,9532","0,9546","0,9571","0,9459","-0,31%"
08.06.2000,"0,9562","0,9624","0,9704","0,9507","-0,60%"
07.06.2000,"0,9620","0,9543","0,9635","0,9533","0,78%"
06.06.2000,"0,9546","0,9466","0,9603","0,9449","0,70%"
05.06.2000,"0,9480","0,9464","0,9494","0,9411","0,16%"
02.06.2000,"0,9465","0,9314","0,9506","0,9294","1,61%"
01.06.2000,"0,9315","0,9371","0,9380","0,9283","-0,68%"
31.05.2000,"0,9379","0,9292","0,9384","0,9257","0,85%"
30.05.2000,"0,9300","0,9270","0,9412","0,9238","0,37%"
29.05.2000,"0,9266","0,9324","0,9335","0,9235","-0,49%"
26.05.2000,"0,9312","0,9129","0,9344","0,9110","2,03%"
25.05.2000,"0,9127","0,9032","0,9138","0,8977","1,05%"
24.05.2000,"0,9032","0,9070","0,9129","0,9026","-0,50%"
23.05.2000,"0,9077","0,9026","0,9158","0,9019","0,53%"
22.05.2000,"0,9029","0,8975","0,9073","0,8953","0,61%"
19.05.2000,"0,8974","0,8949","0,8999","0,8845","0,31%"
18.05.2000,"0,8946","0,8951","0,8975","0,8902","-0,08%"
17.05.2000,"0,8953","0,9006","0,9032","0,8888","-0,57%"
16.05.2000,"0,9004","0,9072","0,9108","0,8994","-1,24%"
15.05.2000,"0,9117","0,9177","0,9194","0,9111","-0,89%"
12.05.2000,"0,9199","0,9014","0,9201","0,8977","2,03%"
11.05.2000,"0,9016","0,9037","0,9111","0,8990","-0,56%"
10.05.2000,"0,9067","0,9089","0,9129","0,9047","-0,10%"
09.05.2000,"0,9076","0,8970","0,9081","0,8944","1,13%"
08.05.2000,"0,8975","0,8964","0,9047","0,8914","0,07%"
05.05.2000,"0,8969","0,8910","0,9013","0,8901","0,67%"
04.05.2000,"0,8909","0,8956","0,8975","0,8846","-0,55%"
03.05.2000,"0,8958","0,9100","0,9109","0,8883","-1,57%"
02.05.2000,"0,9101","0,9153","0,9178","0,9033","-0,64%"
01.05.2000,"0,9160","0,9121","0,9174","0,9071","0,41%"
28.04.2000,"0,9123","0,9103","0,9143","0,9029","0,25%"
27.04.2000,"0,9100","0,9242","0,9252","0,9061","-1,49%"
26.04.2000,"0,9238","0,9211","0,9253","0,9174","0,30%"
25.04.2000,"0,9210","0,9389","0,9397","0,9162","-1,86%"
24.04.2000,"0,9385","0,9383","0,9451","0,9367","0,02%"
21.04.2000,"0,9383","0,9381","0,9398","0,9362","0,04%"
20.04.2000,"0,9379","0,9403","0,9425","0,9348","-0,28%"
19.04.2000,"0,9405","0,9452","0,9490","0,9354","-0,57%"
18.04.2000,"0,9459","0,9523","0,9526","0,9440","-0,68%"
17.04.2000,"0,9524","0,9644","0,9673","0,9517","-1,03%"
14.04.2000,"0,9623","0,9528","0,9625","0,9509","1,03%"
13.04.2000,"0,9525","0,9589","0,9596","0,9514","-0,66%"
12.04.2000,"0,9588","0,9587","0,9602","0,9520","-0,03%"
11.04.2000,"0,9591","0,9625","0,9649","0,9563","-0,37%"
10.04.2000,"0,9627","0,9546","0,9629","0,9532","0,82%"
07.04.2000,"0,9549","0,9583","0,9617","0,9536","-0,31%"
06.04.2000,"0,9579","0,9604","0,9645","0,9565","-0,46%"
05.04.2000,"0,9623","0,9614","0,9712","0,9592","0,20%"
04.04.2000,"0,9604","0,9538","0,9752","0,9513","0,57%"
03.04.2000,"0,9550","0,9563","0,9606","0,9503","-0,13%"
31.03.2000,"0,9562","0,9612","0,9628","0,9526","-0,51%"
30.03.2000,"0,9611","0,9510","0,9623","0,9507","1,00%"
29.03.2000,"0,9516","0,9603","0,9605","0,9478","-0,95%"
28.03.2000,"0,9607","0,9672","0,9703","0,9601","-0,62%"
27.03.2000,"0,9667","0,9771","0,9790","0,9632","-1,06%"
24.03.2000,"0,9771","0,9716","0,9778","0,9671","0,55%"
23.03.2000,"0,9718","0,9607","0,9729","0,9601","1,10%"
22.03.2000,"0,9612","0,9615","0,9632","0,9576","-0,30%"
21.03.2000,"0,9641","0,9733","0,9738","0,9633","-0,94%"
20.03.2000,"0,9732","0,9728","0,9748","0,9684","0,08%"
17.03.2000,"0,9724","0,9699","0,9730","0,9659","0,09%"
16.03.2000,"0,9715","0,9662","0,9741","0,9646","0,41%"
15.03.2000,"0,9675","0,9685","0,9714","0,9640","-0,08%"
14.03.2000,"0,9683","0,9637","0,9684","0,9595","0,37%"
13.03.2000,"0,9647","0,9627","0,9730","0,9617","0,18%"
10.03.2000,"0,9630","0,9667","0,9687","0,9597","-0,35%"
09.03.2000,"0,9664","0,9607","0,9702","0,9595","0,58%"
08.03.2000,"0,9608","0,9584","0,9634","0,9523","0,10%"
07.03.2000,"0,9598","0,9590","0,9627","0,9526","0,04%"
06.03.2000,"0,9594","0,9576","0,9672","0,9557","-0,05%"
03.03.2000,"0,9599","0,9647","0,9679","0,9587","-0,47%"
02.03.2000,"0,9644","0,9734","0,9796","0,9614","-0,97%"
01.03.2000,"0,9738","0,9647","0,9770","0,9627","0,94%"
29.02.2000,"0,9647","0,9717","0,9865","0,9616","-0,74%"
28.02.2000,"0,9719","0,9748","0,9748","0,9392","-0,27%"
25.02.2000,"0,9745","0,9929","0,9929","0,9723","-1,87%"
24.02.2000,"0,9931","1,0036","1,0042","0,9889","-0,99%"
23.02.2000,"1,0030","1,0039","1,0091","1,0009","-0,10%"
22.02.2000,"1,0040","0,9875","1,0080","0,9872","1,68%"
21.02.2000,"0,9874","0,9848","0,9890","0,9843","0,09%"
18.02.2000,"0,9865","0,9880","0,9903","0,9807","-0,14%"
17.02.2000,"0,9879","0,9865","0,9959","0,9838","0,11%"
16.02.2000,"0,9868","0,9811","0,9876","0,9790","0,55%"
15.02.2000,"0,9814","0,9781","0,9863","0,9764","0,28%"
14.02.2000,"0,9787","0,9863","0,9922","0,9775","-0,83%"
11.02.2000,"0,9869","0,9854","0,9879","0,9789","0,17%"
10.02.2000,"0,9852","0,9942","0,9960","0,9830","-0,89%"
09.02.2000,"0,9940","0,9857","0,9966","0,9851","0,83%"
08.02.2000,"0,9858","0,9814","0,9916","0,9788","0,49%"
07.02.2000,"0,9810","0,9836","0,9836","0,9754","-0,18%"
04.02.2000,"0,9828","0,9909","0,9941","0,9748","-0,76%"
03.02.2000,"0,9903","0,9763","0,9949","0,9709","1,41%"
02.02.2000,"0,9765","0,9717","0,9808","0,9689","0,42%"
01.02.2000,"0,9724","0,9704","0,9783","0,9663","0,30%"
31.01.2000,"0,9695","0,9779","0,9829","0,9670","-0,56%"
28.01.2000,"0,9750","0,9880","0,9895","0,9738","-1,37%"
27.01.2000,"0,9885","1,0019","1,0030","0,9869","-1,27%"
26.01.2000,"1,0012","1,0013","1,0057","0,9993","0,06%"
25.01.2000,"1,0006","1,0076","1,0099","0,9989","-0,71%"
24.01.2000,"1,0078","1,0023","1,0078","0,9998","-0,13%"
21.01.2000,"1,0091","1,0173","1,0193","1,0049","-0,83%"
20.01.2000,"1,0175","1,0137","1,0189","1,0072","0,52%"
19.01.2000,"1,0122","1,0139","1,0166","1,0086","-0,09%"
18.01.2000,"1,0131","1,0123","1,0143","1,0072","0,13%"
17.01.2000,"1,0118","1,0128","1,0149","1,0069","-0,10%"
14.01.2000,"1,0128","1,0261","1,0273","1,0111","-1,23%"
13.01.2000,"1,0254","1,0311","1,0320","1,0237","-0,56%"
12.01.2000,"1,0312","1,0322","1,0370","1,0258","-0,22%"
11.01.2000,"1,0335","1,0259","1,0342","1,0241","0,76%"
10.01.2000,"1,0257","1,0288","1,0303","1,0213","-0,34%"
07.01.2000,"1,0292","1,0327","1,0333","1,0252","-0,31%"
06.01.2000,"1,0324","1,0325","1,0419","1,0275","0,08%"
05.01.2000,"1,0316","1,0295","1,0404","1,0282","0,04%"
04.01.2000,"1,0312","1,0244","1,0347","1,0213","0,46%"
03.01.2000,"1,0265","1,0052","1,0282","1,0050","1,89%"
31.12.1999,"1,0075","1,0088","1,0100","1,0045","-0,07%"
30.12.1999,"1,0082","1,0040","1,0086","1,0012","0,36%"
29.12.1999,"1,0046","1,0071","1,0109","1,0033","-0,25%"
28.12.1999,"1,0071","1,0129","1,0141","1,0030","-0,56%"
27.12.1999,"1,0128","1,0126","1,0160","1,0111","-0,03%"
24.12.1999,"1,0131","1,0152","1,0172","1,0114","-0,31%"
23.12.1999,"1,0162","1,0095","1,0183","1,0071","0,64%"
22.12.1999,"1,0097","1,0084","1,0113","1,0057","0,00%"
21.12.1999,"1,0097","1,0135","1,0153","1,0074","-0,35%"
20.12.1999,"1,0132","1,0082","1,0145","1,0041","0,50%"
17.12.1999,"1,0082","1,0160","1,0248","1,0057","-0,80%"
16.12.1999,"1,0163","1,0072","1,0192","1,0062","0,88%"
15.12.1999,"1,0074","1,0057","1,0088","1,0010","0,15%"
14.12.1999,"1,0059","1,0143","1,0150","1,0025","-0,79%"
13.12.1999,"1,0139","1,0137","1,0164","1,0105","0,10%"
10.12.1999,"1,0129","1,0213","1,0227","1,0112","-0,77%"
09.12.1999,"1,0208","1,0280","1,0286","1,0152","-0,63%"
08.12.1999,"1,0273","1,0254","1,0290","1,0222","0,19%"
07.12.1999,"1,0254","1,0226","1,0302","1,0197","0,22%"
06.12.1999,"1,0232","1,0029","1,0266","0,9990","2,08%"
03.12.1999,"1,0024","1,0017","1,0043","0,9989","0,14%"
02.12.1999,"1,0010","1,0083","1,0109","0,9997","-0,69%"
01.12.1999,"1,0080","1,0095","1,0130","1,0046","-0,11%"
30.11.1999,"1,0091","1,0097","1,0147","1,0043","-0,04%"
29.11.1999,"1,0095","1,0156","1,0202","1,0036","-0,70%"
26.11.1999,"1,0166","1,0181","1,0198","1,0076","-0,24%"
25.11.1999,"1,0190","1,0182","1,0223","1,0167","-0,01%"
24.11.1999,"1,0191","1,0286","1,0287","1,0154","-0,89%"
23.11.1999,"1,0282","1,0316","1,0335","1,0253","-0,36%"
22.11.1999,"1,0319","1,0302","1,0345","1,0285","0,12%"
19.11.1999,"1,0307","1,0303","1,0339","1,0246","0,10%"
18.11.1999,"1,0297","1,0412","1,0438","1,0257","-1,10%"
17.11.1999,"1,0412","1,0305","1,0445","1,0296","1,11%"
16.11.1999,"1,0298","1,0333","1,0359","1,0290","-0,32%"
15.11.1999,"1,0331","1,0322","1,0343","1,0295","0,12%"
12.11.1999,"1,0319","1,0405","1,0415","1,0287","-0,87%"
11.11.1999,"1,0410","1,0448","1,0452","1,0389","-0,36%"
10.11.1999,"1,0448","1,0405","1,0454","1,0384","0,41%"
09.11.1999,"1,0405","1,0386","1,0435","1,0362","0,15%"
08.11.1999,"1,0389","1,0446","1,0463","1,0345","-0,25%"
05.11.1999,"1,0415","1,0384","1,0438","1,0358","0,35%"
04.11.1999,"1,0379","1,0486","1,0543","1,0349","-1,00%"
03.11.1999,"1,0484","1,0525","1,0532","1,0455","-0,33%"
02.11.1999,"1,0519","1,0519","1,0557","1,0483","0,06%"
01.11.1999,"1,0513","1,0549","1,0594","1,0481","-0,36%"
29.10.1999,"1,0551","1,0524","1,0560","1,0433","0,28%"
28.10.1999,"1,0522","1,0524","1,0546","1,0469","0,02%"
27.10.1999,"1,0520","1,0596","1,0642","1,0482","-0,70%"
26.10.1999,"1,0594","1,0676","1,0695","1,0561","-0,78%"
25.10.1999,"1,0677","1,0688","1,0704","1,0633","-0,08%"
22.10.1999,"1,0686","1,0804","1,0814","1,0652","-1,07%"
21.10.1999,"1,0802","1,0766","1,0835","1,0755","0,49%"
20.10.1999,"1,0749","1,0829","1,0842","1,0730","-0,72%"
19.10.1999,"1,0827","1,0819","1,0852","1,0774","0,10%"
18.10.1999,"1,0816","1,0900","1,0905","1,0802","-0,64%"
15.10.1999,"1,0886","1,0776","1,0913","1,0766","1,02%"
14.10.1999,"1,0776","1,0811","1,0831","1,0750","-0,30%"
13.10.1999,"1,0808","1,0772","1,0817","1,0734","0,33%"
12.10.1999,"1,0772","1,0633","1,0774","1,0629","1,30%"
11.10.1999,"1,0634","1,0615","1,0657","1,0609","-0,01%"
08.10.1999,"1,0635","1,0712","1,0721","1,0603","-0,74%"
07.10.1999,"1,0714","1,0688","1,0750","1,0656","0,22%"
06.10.1999,"1,0690","1,0730","1,0780","1,0676","-0,45%"
05.10.1999,"1,0738","1,0735","1,0760","1,0666","0,02%"
04.10.1999,"1,0736","1,0710","1,0776","1,0689","0,15%"
01.10.1999,"1,0720","1,0678","1,0770","1,0667","0,34%"
30.09.1999,"1,0684","1,0640","1,0702","1,0604","0,39%"
29.09.1999,"1,0642","1,0520","1,0657","1,0513","1,12%"
28.09.1999,"1,0524","1,0460","1,0571","1,0441","0,59%"
27.09.1999,"1,0462","1,0438","1,0479","1,0392","0,22%"
24.09.1999,"1,0439","1,0510","1,0546","1,0422","-0,63%"
23.09.1999,"1,0505","1,0433","1,0509","1,0392","0,62%"
22.09.1999,"1,0440","1,0492","1,0543","1,0408","-0,51%"
21.09.1999,"1,0494","1,0362","1,0503","1,0362","1,33%"
20.09.1999,"1,0356","1,0417","1,0452","1,0347","-0,66%"
17.09.1999,"1,0425","1,0391","1,0427","1,0360","0,38%"
16.09.1999,"1,0386","1,0406","1,0472","1,0346","-0,20%"
15.09.1999,"1,0407","1,0357","1,0423","1,0284","0,48%"
14.09.1999,"1,0357","1,0418","1,0444","1,0318","-0,65%"
13.09.1999,"1,0425","1,0356","1,0429","1,0299","0,61%"
10.09.1999,"1,0362","1,0539","1,0564","1,0349","-1,72%"
09.09.1999,"1,0543","1,0598","1,0636","1,0524","-0,53%"
08.09.1999,"1,0599","1,0589","1,0645","1,0563","0,10%"
07.09.1999,"1,0588","1,0571","1,0602","1,0513","0,06%"
06.09.1999,"1,0582","1,0577","1,0621","1,0570","-0,29%"
03.09.1999,"1,0613","1,0683","1,0725","1,0587","-0,72%"
02.09.1999,"1,0690","1,0577","1,0734","1,0553","1,02%"
01.09.1999,"1,0582","1,0565","1,0639","1,0556","0,17%"
31.08.1999,"1,0564","1,0497","1,0610","1,0482","0,75%"
30.08.1999,"1,0485","1,0477","1,0487","1,0434","0,19%"
27.08.1999,"1,0465","1,0458","1,0487","1,0422","0,07%"
26.08.1999,"1,0458","1,0431","1,0473","1,0410","0,34%"
25.08.1999,"1,0423","1,0537","1,0549","1,0406","-1,16%"
24.08.1999,"1,0545","1,0494","1,0551","1,0391","0,52%"
23.08.1999,"1,0490","1,0671","1,0678","1,0463","-1,73%"
20.08.1999,"1,0675","1,0633","1,0691","1,0622","0,31%"
19.08.1999,"1,0642","1,0522","1,0648","1,0457","1,16%"
18.08.1999,"1,0520","1,0511","1,0564","1,0499","0,12%"
17.08.1999,"1,0507","1,0581","1,0585","1,0488","-0,72%"
16.08.1999,"1,0583","1,0574","1,0602","1,0547","0,19%"
13.08.1999,"1,0563","1,0675","1,0702","1,0559","-1,08%"
12.08.1999,"1,0678","1,0654","1,0682","1,0621","0,22%"
11.08.1999,"1,0655","1,0708","1,0727","1,0642","-0,47%"
10.08.1999,"1,0705","1,0722","1,0768","1,0699","-0,18%"
09.08.1999,"1,0724","1,0728","1,0737","1,0680","-0,08%"
06.08.1999,"1,0733","1,0757","1,0797","1,0720","-0,22%"
05.08.1999,"1,0757","1,0777","1,0829","1,0743","-0,16%"
04.08.1999,"1,0774","1,0680","1,0798","1,0669","0,91%"
03.08.1999,"1,0677","1,0684","1,0708","1,0629","-0,07%"
02.08.1999,"1,0685","1,0685","1,0712","1,0630","-0,21%"
30.07.1999,"1,0707","1,0713","1,0747","1,0675","-0,16%"
29.07.1999,"1,0724","1,0663","1,0741","1,0652","0,53%"
28.07.1999,"1,0667","1,0637","1,0696","1,0591","0,32%"
27.07.1999,"1,0633","1,0642","1,0703","1,0608","-0,22%"
26.07.1999,"1,0656","1,0519","1,0725","1,0515","1,34%"
23.07.1999,"1,0515","1,0508","1,0550","1,0458","0,08%"
22.07.1999,"1,0507","1,0513","1,0576","1,0473","-0,22%"
21.07.1999,"1,0530","1,0402","1,0549","1,0394","1,15%"
20.07.1999,"1,0410","1,0316","1,0438","1,0278","0,95%"
19.07.1999,"1,0312","1,0185","1,0339","1,0123","1,10%"
16.07.1999,"1,0200","1,0196","1,0231","1,0181","0,10%"
15.07.1999,"1,0190","1,0203","1,0254","1,0184","-0,14%"
14.07.1999,"1,0204","1,0168","1,0229","1,0124","0,38%"
13.07.1999,"1,0165","1,0152","1,0214","1,0109","0,20%"
12.07.1999,"1,0145","1,0194","1,0198","1,0111","-0,54%"
09.07.1999,"1,0200","1,0223","1,0247","1,0166","-0,19%"
08.07.1999,"1,0219","1,0191","1,0229","1,0147","0,00%"
07.07.1999,"1,0219","1,0248","1,0272","1,0198","-0,19%"
06.07.1999,"1,0238","1,0225","1,0261","1,0183","0,15%"
05.07.1999,"1,0223","1,0248","1,0257","1,0212","-0,24%"
02.07.1999,"1,0248","1,0240","1,0257","1,0208","0,13%"
01.07.1999,"1,0235","1,0364","1,0393","1,0203","-1,18%"
30.06.1999,"1,0357","1,0335","1,0361","1,0293","0,32%"
29.06.1999,"1,0324","1,0328","1,0370","1,0314","-0,11%"
28.06.1999,"1,0335","1,0398","1,0438","1,0326","-0,90%"
25.06.1999,"1,0429","1,0404","1,0482","1,0404","0,26%"
24.06.1999,"1,0402","1,0335","1,0417","1,0303","0,63%"
23.06.1999,"1,0337","1,0328","1,0351","1,0271","0,09%"
22.06.1999,"1,0328","1,0345","1,0361","1,0295","-0,22%"
21.06.1999,"1,0351","1,0390","1,0424","1,0309","-0,42%"
18.06.1999,"1,0395","1,0345","1,0427","1,0295","0,46%"
17.06.1999,"1,0347","1,0305","1,0360","1,0290","0,37%"
16.06.1999,"1,0309","1,0427","1,0440","1,0288","-1,11%"
